#  time, acc(x, y, z), gyro(x, y, z)
14.439967, -9.394848, 3.217807, -0.258574, -0.084156, 0.221575, 0.271642
14.443481, -9.375694, 3.533842, 0.268151, -0.320645, 0.249272, 0.337689
14.447529, -9.318233, 3.974375, 0.976834, -0.485761, 0.284426, 0.403735
14.455821, -9.107543, 4.740520, 2.394202, -0.557133, 0.344080, 0.441019
14.459674, -8.848969, 5.104438, 2.901772, -0.548611, 0.404800, 0.456998
14.463451, -8.705317, 5.391742, 3.227384, -0.474043, 0.454868, 0.456998
14.467318, -8.676587, 5.669470, 3.399766, -0.336624, 0.501740, 0.441019
14.475703, -8.494628, 6.023811, 3.208230, -0.181095, 0.532632, 0.419714
14.479827, -8.494628, 6.148310, 2.892196, -0.026632, 0.548611, 0.392017
14.483491, -8.389283, 6.186617, 2.470816, 0.098004, 0.562460, 0.365386
14.487274, -8.331821, 6.224925, 2.078167, 0.199204, 0.545415, 0.352603
14.495723, -8.408437, 6.359000, 1.072602, 0.252468, 0.492152, 0.332363
14.499820, -8.341399, 6.493075, 0.775721, 0.270577, 0.441019, 0.299339
14.503438, -8.149862, 6.493075, 0.565032, 0.236489, 0.389887, 0.253533
14.507442, -8.015787, 6.502652, 0.421380, 0.181095, 0.374973, 0.192813
14.515636, -8.149862, 6.483498, 0.239420, 0.108657, 0.362190, 0.136354
14.519760, -8.226477, 6.397307, 0.210690, 0.043676, 0.350472, 0.092678
14.523343, -8.264784, 6.349423, 0.162806, -0.011718, 0.319579, 0.055394
14.527423, -8.322245, 6.291962, 0.172383, -0.042611, 0.282295, 0.025566
14.535596, -8.504205, 6.311116, 0.220267, -0.064981, 0.238619, 0.001065
14.539516, -8.571242, 6.330269, 0.248997, -0.092678, 0.194943, -0.024501
14.543181, -8.571242, 6.349423, 0.354342, -0.140615, 0.162985, -0.051133
14.547472, -8.485051, 6.301539, 0.536301, -0.166181, 0.160855, -0.073503
14.555287, -8.178593, 6.215348, 0.986411, -0.193878, 0.174703, -0.109722
14.559121, -8.063671, 6.119579, 1.149217, -0.171508, 0.201335, -0.158724
14.563145, -8.044518, 5.975927, 1.206678, -0.121440, 0.203466, -0.223706
14.567139, -8.178593, 5.803545, 1.177947, -0.056459, 0.181095, -0.273773
14.575541, -8.475474, 5.305551, 1.015141, 0.009587, 0.153398, -0.314253
14.579466, -8.523358, 5.027823, 0.909797, 0.056459, 0.149137, -0.335558
14.583126, -8.465898, 4.730943, 0.842759, 0.083091, 0.151268, -0.351537
14.587095, -8.523358, 4.510676, 0.775721, 0.115049, 0.156594, -0.348341
14.595541, -9.002198, 4.261679, 0.584185, 0.166181, 0.141680, -0.354733
14.599626, -8.657434, 4.031836, 0.440533, 0.214118, 0.090547, -0.348341
14.603285, -8.561666, 3.916914, 0.296881, 0.247141, 0.038350, -0.353668
14.607093, -8.657434, 3.821146, 0.248997, 0.252468, -0.009587, -0.361125
14.615488, -8.686164, 3.552995, 0.181959, 0.232228, -0.027697, -0.383495
14.619578, -8.590396, 3.390190, 0.201113, 0.180030, -0.029827, -0.402670
14.623248, -8.169016, 3.227384, 0.287304, 0.126766, -0.012783, -0.420779
14.627042, -8.236053, 3.131616, 0.325611, 0.093743, -0.001065, -0.452737
14.635446, -8.944737, 2.777274, 0.325611, 0.058590, -0.024501, -0.469782
14.639568, -8.868123, 2.566584, 0.335188, 0.025566, -0.069242, -0.474043
14.643231, -8.858546, 2.413355, 0.459687, -0.031958, -0.098004, -0.474043
14.647005, -9.040505, 2.183512, 0.603339, -0.104396, -0.063916, -0.475108
14.655445, -8.983045, 1.704672, 0.679953, -0.221575, -0.005326, -0.466586
14.659530, -9.088389, 1.503559, 0.689530, -0.308927, 0.075634, -0.442085
14.663191, -9.394848, 1.369483, 0.622492, -0.378169, 0.147006, -0.394148
14.667188, -9.615114, 1.283292, 0.536301, -0.426106, 0.183225, -0.306796
14.675405, -9.701305, 1.273715, 0.076614, -0.477238, 0.185356, -0.216249
14.679487, -9.701305, 1.446098, -0.239420, -0.534763, 0.170442, -0.120375
14.683147, -9.605537, 1.656788, -0.526724, -0.628506, 0.152333, -0.028762
14.686948, -9.299079, 1.857901, -0.785298, -0.756338, 0.142745, 0.042611
14.695353, -9.117120, 2.394202, -1.350330, -0.925715, 0.148072, 0.099070
14.699280, -9.337387, 2.863465, -1.455675, -1.105744, 0.132093, 0.162985
14.702919, -9.404425, 3.227384, -1.312023, -1.269795, 0.094809, 0.250337
14.706910, -9.069236, 3.399766, -0.948104, -1.381648, 0.057524, 0.314253
14.715306, -8.293514, 3.859453, 0.402226, -1.416802, 0.039415, 0.362190
14.719434, -8.073248, 4.031836, 1.072602, -1.337972, 0.008522, 0.383495
14.723097, -8.159439, 4.280833, 1.838747, -1.136637, -0.039415, 0.406931
14.727097, -8.226477, 4.577713, 2.336741, -0.844755, -0.096939, 0.423975
14.735267, -7.987057, 5.190629, 3.217807, -0.504935, -0.155529, 0.390952
14.739390, -7.709330, 5.372589, 3.303998, -0.162985, -0.193878, 0.320645
14.743057, -7.383718, 5.468357, 3.112462, 0.131028, -0.172573, 0.203466
14.746854, -7.010222, 5.430049, 2.604892, 0.334493, -0.109722, 0.041545
14.755288, -6.924031, 5.133168, 1.244985, 0.418649, -0.026632, -0.140615
14.759150, -7.163452, 4.865018, 0.277727, 0.399474, 0.056459, -0.308927
14.762814, -7.469909, 4.462792, -0.622492, 0.266316, 0.125701, -0.460194
14.767013, -7.910442, 4.022259, -1.436521, 0.061785, 0.159790, -0.573112
14.775213, -8.609550, 3.284845, -2.537854, -0.189617, 0.166181, -0.629571
14.779334, -8.772355, 3.026271, -2.920926, -0.463390, 0.150202, -0.664725
14.783004, -8.935161, 2.671929, -3.141193, -0.730771, 0.096939, -0.675378
14.786805, -9.097966, 2.375048, -3.294421, -0.993892, 0.011718, -0.654072
14.795169, -9.327810, 2.049437, -3.217807, -1.242098, -0.105461, -0.610397
14.799097, -9.404425, 1.982399, -3.064578, -1.460477, -0.242880, -0.564590
14.802772, -9.500193, 1.896208, -2.729390, -1.677791, -0.396278, -0.499609
14.806765, -9.490616, 1.771709, -2.298434, -1.881257, -0.545415, -0.443150
14.815158, -9.461885, 1.561020, -0.957681, -2.043177, -0.668986, -0.366451
14.819054, -9.509769, 1.589750, -0.028730, -2.173139, -0.765925, -0.273773
14.822718, -9.538500, 1.675941, 0.995988, -2.223207, -0.820254, -0.170442
14.826913, -9.337387, 1.771709, 2.183512, -2.198706, -0.841559, -0.083091
14.835159, -8.858546, 1.848324, 4.347870, -2.080462, -0.812797, -0.033023
14.839244, -8.647857, 1.857901, 5.228937, -1.871670, -0.740359, -0.023436
14.842873, -8.408437, 1.800440, 5.889736, -1.593636, -0.618919, -0.043676
14.846873, -8.303091, 1.742979, 6.263232, -1.301753, -0.458064, -0.082025
14.855158, -8.341399, 1.522712, 6.224925, -1.002414, -0.275903, -0.116114
14.859003, -8.456321, 1.417367, 5.774815, -0.713727, -0.099070, -0.160855
14.862664, -8.724471, 1.331176, 5.133168, -0.475108, 0.047937, -0.190682
14.866662, -8.781932, 1.244985, 4.223372, -0.309992, 0.153398, -0.198139
14.874832, -9.040505, 1.091756, 2.279280, -0.225836, 0.241815, -0.187487
14.878569, -9.088389, 1.043872, 1.398214, -0.220510, 0.309992, -0.169377
14.882588, -9.136273, 1.024718, 0.507571, -0.291882, 0.354733, -0.133158
14.886618, -9.203311, 1.005565, -0.392649, -0.420779, 0.365386, -0.109722
14.895080, -9.308656, 1.168370, -1.800440, -0.599744, 0.333428, -0.075634
14.899121, -9.337387, 1.264138, -2.327164, -0.826645, 0.275903, -0.021305
14.902738, -9.404425, 1.407791, -2.614468, -1.074852, 0.189617, 0.021305
14.906581, -9.318233, 1.551443, -2.710236, -1.329450, 0.085221, 0.060720
14.914991, -8.954314, 1.656788, -2.250550, -1.556351, -0.011718, 0.074569
14.919099, -8.781932, 1.656788, -1.790863, -1.756621, -0.080960, 0.072438
14.922673, -8.638280, 1.647211, -1.158794, -1.885518, -0.119310, 0.056459
14.926622, -8.437167, 1.608904, -0.488417, -1.948369, -0.143811, 0.040480
14.935043, -8.312668, 1.628057, 0.814029, -1.941977, -0.176834, 0.024501
14.939064, -8.418014, 1.675941, 1.561020, -1.837581, -0.202400, 0.017044
14.942724, -8.370130, 1.675941, 2.106898, -1.659682, -0.232228, -0.007457
14.946724, -8.341399, 1.656788, 2.394202, -1.446629, -0.241815, -0.034088
14.955056, -8.130709, 1.398214, 2.844312, -1.218663, -0.248207, -0.069242
14.958819, -8.159439, 1.273715, 2.796427, -1.002414, -0.252468, -0.116114
14.962488, -8.312668, 1.197101, 2.729390, -0.824515, -0.252468, -0.139550
14.966680, -8.456321, 1.101333, 2.576161, -0.699879, -0.229032, -0.158724
14.974936, -8.571242, 0.814029, 2.116474, -0.653007, -0.151268, -0.166181
14.979011, -8.571242, 0.641646, 1.790863, -0.655138, -0.071373, -0.167247
14.982671, -8.609550, 0.545878, 1.302446, -0.708401, 0.007457, -0.159790
14.986640, -8.599973, 0.478840, 0.909797, -0.814927, 0.058590, -0.142745
14.994965, -8.705317, 0.430956, 0.488417, -0.936367, 0.077764, -0.123571
14.998972, -8.705317, 0.459687, 0.478840, -1.050351, 0.094809, -0.096939
15.002634, -8.619126, 0.411803, 0.459687, -1.153681, 0.090547, -0.095874
15.006430, -8.609550, 0.325611, 0.536301, -1.244229, 0.092678, -0.105461
15.014949, -8.686164, 0.248997, 0.823605, -1.302818, 0.082025, -0.084156
15.018926, -8.561666, 0.220267, 1.082179, -1.326254, 0.071373, -0.064981
15.022587, -8.446744, 0.229843, 1.359907, -1.301753, 0.074569, -0.059655
15.026388, -8.485051, 0.268151, 1.637634, -1.246359, 0.080960, -0.063916
15.034821, -8.638280, 0.210690, 1.963245, -1.152616, 0.079895, -0.078830
15.038714, -8.714894, 0.181959, 2.030283, -1.052481, 0.059655, -0.092678
15.042378, -8.829816, 0.162806, 2.126051, -0.939563, 0.029827, -0.095874
15.046374, -8.868123, 0.105345, 2.164358, -0.827710, 0.031958, -0.094809
15.054892, -8.839393, 0.019154, 2.173935, -0.736098, 0.062851, -0.103331
15.058872, -8.580819, -0.143652, 2.078167, -0.663660, 0.090547, -0.119310
15.062537, -8.456321, -0.277727, 1.905785, -0.630637, 0.121440, -0.149137
15.066534, -8.475474, -0.373495, 1.675941, -0.627441, 0.171508, -0.177899
15.074541, -8.532935, -0.699107, 1.063026, -0.676443, 0.241815, -0.193878
15.078314, -8.446744, -0.881066, 0.842759, -0.769121, 0.304666, -0.207727
15.082445, -8.360553, -1.091756, 0.689530, -0.880974, 0.374973, -0.224771
15.086295, -8.331821, -1.292869, 0.632069, -1.008805, 0.441019, -0.218379
15.094808, -8.485051, -1.599327, 0.517148, -1.119593, 0.497478, -0.196009
15.098819, -8.552089, -1.723825, 0.536301, -1.219728, 0.528371, -0.156594
15.102493, -8.743625, -1.742979, 0.555455, -1.279383, 0.547546, -0.102265
15.106482, -8.963891, -1.647211, 0.689530, -1.335842, 0.550742, -0.029827
15.114817, -8.963891, -1.369483, 1.177947, -1.335842, 0.557133, 0.053263
15.118778, -8.916007, -1.120486, 1.436521, -1.288970, 0.578439, 0.131028
15.122345, -8.513782, -0.938527, 1.647211, -1.195227, 0.591222, 0.189617
15.126239, -8.236053, -0.737414, 1.781286, -1.045024, 0.609331, 0.210922
15.134757, -8.178593, -0.430956, 1.800440, -0.870321, 0.611462, 0.209857
15.138765, -8.236053, -0.392649, 1.675941, -0.675378, 0.594418, 0.203466
15.142348, -8.571242, -0.373495, 1.417367, -0.475108, 0.547546, 0.202400
15.146395, -8.820239, -0.383072, 1.024718, -0.306796, 0.485761, 0.209857
15.154601, -9.385271, -0.383072, 0.411803, -0.183225, 0.442085, 0.238619
15.158723, -9.471462, -0.363919, 0.009577, -0.125701, 0.436758, 0.271642
15.162388, -9.337387, -0.363919, -0.450110, -0.133158, 0.447411, 0.306796
15.166386, -9.299079, -0.296881, -0.871489, -0.183225, 0.476173, 0.315318
15.174700, -9.241618, -0.162806, -1.561020, -0.282295, 0.460194, 0.315318
15.178681, -9.337387, -0.105345, -1.838747, -0.376038, 0.419714, 0.279099
15.182286, -9.595961, -0.134075, -1.886631, -0.483630, 0.340885, 0.263120
15.186295, -9.835381, -0.172383, -1.838747, -0.581634, 0.262055, 0.232228
15.194540, -10.189722, -0.296881, -1.493982, -0.644485, 0.170442, 0.217314
15.198677, -10.314221, -0.430956, -1.312023, -0.694552, 0.073503, 0.206661
15.202342, -10.496181, -0.574608, -1.120486, -0.738228, -0.022371, 0.193878
15.206127, -10.850522, -0.679953, -0.871489, -0.776578, -0.084156, 0.201335
15.214503, -10.888829, -0.881066, -0.239420, -0.809601, -0.118244, 0.197074
15.218425, -10.716447, -1.005565, 0.143652, -0.829841, -0.128897, 0.206661
15.222104, -10.773908, -1.063026, 0.545878, -0.823449, -0.128897, 0.215183
15.226253, -11.147403, -1.091756, 0.900220, -0.777643, -0.134223, 0.218379
15.234459, -11.434708, -1.101333, 1.723825, -0.689226, -0.129962, 0.238619
15.238385, -11.473015, -1.158794, 1.896208, -0.551807, -0.124636, 0.270577
15.242046, -11.520899, -1.139640, 2.087744, -0.392017, -0.151268, 0.311057
15.246244, -11.482592, -1.082179, 2.068590, -0.210922, -0.176834, 0.363255
15.254456, -11.434708, -0.785298, 1.704672, -0.033023, -0.221575, 0.396278
15.258576, -11.300632, -0.565032, 1.379060, 0.123571, -0.280165, 0.417584
15.262195, -11.089942, -0.325611, 0.957681, 0.220510, -0.329167, 0.407996
15.266215, -11.013328, -0.047884, 0.622492, 0.255663, -0.367516, 0.403735
15.274402, -10.793061, 0.421380, -0.067038, 0.232228, -0.390952, 0.356864
15.278335, -10.591949, 0.660800, -0.268151, 0.158724, -0.425041, 0.306796
15.281994, -10.505757, 0.775721, -0.344765, 0.060720, -0.458064, 0.234358
15.286208, -10.658986, 0.938527, -0.325611, -0.046872, -0.481500, 0.154463
15.294561, -10.419566, 0.976834, 0.220267, -0.138484, -0.501740, 0.078830
15.298494, -10.304645, 0.948104, 0.565032, -0.207727, -0.521980, -0.005326
15.302161, -10.208876, 0.861913, 0.957681, -0.242880, -0.542220, -0.091613
15.306031, -10.199299, 0.785298, 1.398214, -0.238619, -0.547546, -0.177899
15.314268, -10.591949, 0.526724, 2.087744, -0.230097, -0.549676, -0.249272
15.318447, -10.630256, 0.402226, 2.260126, -0.198139, -0.543285, -0.302535
15.322119, -10.716447, 0.220267, 2.413355, -0.169377, -0.527306, -0.338754
15.326166, -10.735600, 0.105345, 2.643199, -0.139550, -0.493217, -0.366451
15.334256, -10.668563, -0.229843, 2.978387, -0.132093, -0.434628, -0.388822
15.338437, -10.534488, -0.392649, 2.949656, -0.134223, -0.350472, -0.416518
15.342123, -10.467450, -0.565032, 2.873042, -0.148072, -0.258859, -0.427171
15.350042, -10.563218, -0.794875, 2.461239, -0.166181, -0.178964, -0.423975
15.354204, -10.601525, -0.890643, 2.231396, -0.196009, -0.124636, -0.410127
15.358398, -10.793061, -0.967257, 2.154782, -0.215183, -0.103331, -0.397344
15.362051, -10.850522, -1.053449, 2.039860, -0.227967, -0.112918, -0.362190
15.370009, -10.840945, -1.225831, 1.963245, -0.220510, -0.140615, -0.316384
15.374354, -10.764331, -1.292869, 1.972822, -0.198139, -0.182160, -0.272708
15.378153, -10.601525, -1.417367, 2.039860, -0.157659, -0.213053, -0.223706
15.381818, -10.591949, -1.493982, 1.991976, -0.077764, -0.260990, -0.175769
15.389998, -10.486604, -1.656788, 1.877054, 0.005326, -0.335558, -0.128897
15.394341, -10.658986, -1.704672, 1.829170, 0.086286, -0.421845, -0.092678
15.398143, -10.773908, -1.781286, 1.877054, 0.156594, -0.512392, -0.031958
15.401853, -10.888829, -1.829170, 1.924938, 0.207727, -0.576308, 0.046872
15.410008, -11.051635, -1.714248, 2.020706, 0.231162, -0.606135, 0.143811
15.414105, -10.898406, -1.561020, 2.087744, 0.248207, -0.600809, 0.255663
15.418296, -10.553641, -1.283292, 2.097321, 0.243946, -0.592287, 0.339819
15.421865, -10.151415, -1.005565, 2.020706, 0.239684, -0.589091, 0.390952
15.429947, -9.797073, -0.248997, 1.963245, 0.235423, -0.592287, 0.388822
15.434255, -9.691729, 0.076614, 1.944092, 0.198139, -0.581634, 0.384560
15.438260, -9.442732, 0.354342, 1.867477, 0.147006, -0.526241, 0.358994
15.441920, -9.203311, 0.555455, 1.781286, 0.083091, -0.455933, 0.315318
15.449939, -8.686164, 0.756568, 1.216254, 0.028762, -0.389887, 0.246076
15.454060, -8.628703, 0.775721, 0.938527, -0.022371, -0.363255, 0.166181
15.458247, -8.839393, 0.756568, 0.670376, -0.056459, -0.379234, 0.088417
15.461880, -9.078813, 0.699107, 0.421380, -0.079895, -0.430367, 0.035154
15.465647, -9.241618, 0.555455, 0.229843, -0.083091, -0.498544, -0.001065
15.473673, -9.490616, 0.268151, 0.143652, -0.080960, -0.583765, 0.014914
15.477869, -9.548077, 0.239420, 0.143652, -0.041545, -0.680704, 0.044741
15.481858, -9.509769, 0.248997, 0.143652, 0.010653, -0.792557, 0.080960
15.489957, -9.030929, 0.229843, 0.258574, 0.067112, -0.913997, 0.094809
15.493966, -8.992621, 0.248997, 0.287304, 0.116114, -1.029045, 0.096939
15.498162, -8.896853, 0.229843, 0.354342, 0.144876, -1.128115, 0.091613
15.501687, -8.973468, 0.172383, 0.383072, 0.149137, -1.217597, 0.086286
15.509872, -9.107543, 0.124498, 0.641646, 0.147006, -1.288970, 0.110788
15.514152, -9.030929, 0.153229, 0.814029, 0.119310, -1.326254, 0.127832
15.517951, -8.868123, 0.172383, 0.995988, 0.069242, -1.358212, 0.138484
15.521604, -8.667010, 0.181959, 1.312023, 0.019175, -1.405084, 0.123571
15.529857, -8.983045, -0.047884, 2.346318, -0.029827, -1.453021, 0.104396
15.533909, -9.270349, -0.105345, 2.997540, -0.075634, -1.446629, 0.109722
15.537908, -9.270349, -0.229843, 3.629610, -0.125701, -1.364604, 0.131028
15.541572, -9.299079, -0.258574, 4.223372, -0.173638, -1.219728, 0.170442
15.549856, -9.126697, -0.277727, 5.075707, -0.199204, -1.025850, 0.208792
15.553877, -9.088389, -0.210690, 5.353435, -0.205596, -0.822384, 0.238619
15.557900, -9.030929, -0.143652, 5.449203, -0.180030, -0.610397, 0.260990
15.561534, -8.935161, 0.028730, 5.343858, -0.127832, -0.428236, 0.287621
15.569838, -8.609550, 0.287304, 4.577713, -0.043676, -0.295078, 0.278034
15.574058, -8.485051, 0.421380, 3.974375, 0.037284, -0.218379, 0.257794
15.577824, -8.494628, 0.526724, 3.323152, 0.093743, -0.205596, 0.235423
15.581451, -8.504205, 0.718261, 2.604892, 0.121440, -0.223706, 0.226901
15.589866, -8.370130, 1.120486, 1.695095, 0.099070, -0.260990, 0.216249
15.593818, -8.149862, 1.283292, 1.264138, 0.029827, -0.300405, 0.193878
15.598012, -7.987057, 1.465251, 1.072602, -0.064981, -0.341950, 0.153398
15.601685, -7.766790, 1.580173, 1.053449, -0.151268, -0.383495, 0.100135
15.609792, -7.479486, 1.446098, 1.254562, -0.206661, -0.418649, 0.029827
15.613971, -7.565677, 1.350330, 1.359907, -0.230097, -0.481500, -0.019175
15.617774, -7.747637, 1.340753, 1.446098, -0.205596, -0.595483, -0.061785
15.621437, -7.747637, 1.302446, 1.714248, -0.160855, -0.747816, -0.077764
15.629764, -7.805098, 1.235408, 2.403779, -0.115049, -0.888431, -0.107592
15.633762, -7.920019, 1.139640, 2.978387, -0.093743, -0.960869, -0.134223
15.637926, -7.881712, 1.034295, 3.514688, -0.079895, -0.940628, -0.137419
15.641603, -7.757214, 0.890643, 3.888184, -0.063916, -0.857538, -0.137419
15.649772, -7.795521, 0.756568, 4.204218, -0.041545, -0.748881, -0.132093
15.653926, -7.805098, 0.737414, 4.118027, 0.007457, -0.670051, -0.119310
15.657983, -7.718906, 0.699107, 3.888184, 0.096939, -0.648746, -0.137419
15.661351, -7.766790, 0.574608, 3.591303, 0.192813, -0.674312, -0.160855
15.669790, -8.149862, 0.287304, 2.968810, 0.276969, -0.749946, -0.173638
15.673678, -8.408437, 0.162806, 2.767697, 0.327036, -0.814927, -0.167247
15.677677, -8.647857, 0.000000, 2.614468, 0.331297, -0.872452, -0.123571
15.681543, -8.791509, 0.028730, 2.518700, 0.296144, -0.875647, -0.067112
15.689736, -8.868123, 0.325611, 2.633622, 0.238619, -0.860734, 0.003196
15.693634, -8.705317, 0.584185, 2.681506, 0.159790, -0.838363, 0.042611
15.697640, -8.485051, 0.900220, 2.834735, 0.085221, -0.824515, 0.055394
15.701311, -8.101978, 1.177947, 3.045424, 0.013848, -0.828776, 0.014914
15.705499, -7.996634, 1.359907, 3.303998, -0.053263, -0.827710, -0.057524
15.713546, -7.948750, 1.407791, 3.964798, -0.124636, -0.791491, -0.143811
15.717427, -8.006210, 1.302446, 4.242526, -0.192813, -0.696683, -0.237554
15.721457, -8.149862, 1.187524, 4.462792, -0.251402, -0.556068, -0.309992
15.729727, -8.475474, 0.785298, 4.558560, -0.301470, -0.404800, -0.371777
15.733782, -8.532935, 0.555455, 4.338294, -0.323840, -0.255663, -0.413323
15.737781, -8.523358, 0.296881, 4.041412, -0.324906, -0.166181, -0.454868
15.741249, -8.532935, 0.038307, 3.600879, -0.305731, -0.110788, -0.488956
15.749689, -8.781932, -0.555455, 2.461239, -0.278034, -0.109722, -0.517718
15.753547, -9.011775, -0.909797, 2.059013, -0.255663, -0.158724, -0.527306
15.757748, -9.232041, -1.244985, 1.599327, -0.249272, -0.221575, -0.504935
15.761202, -9.490616, -1.484405, 1.139640, -0.249272, -0.312122, -0.450607
15.769701, -9.768343, -1.781286, 0.689530, -0.262055, -0.418649, -0.370712
15.773531, -9.634268, -1.857901, 0.660800, -0.274838, -0.552872, -0.281230
15.777729, -9.548077, -1.924938, 0.842759, -0.287621, -0.707336, -0.209857
15.781199, -9.509769, -1.972822, 1.158794, -0.292948, -0.842624, -0.140615
15.789616, -9.567230, -1.953669, 2.202666, -0.304666, -0.922519, -0.059655
15.793485, -9.500193, -1.848324, 2.719813, -0.318514, -0.974717, 0.030893
15.797491, -9.337387, -1.704672, 3.399766, -0.323840, -1.026915, 0.117179
15.801352, -9.241618, -1.570596, 4.108450, -0.325971, -1.065264, 0.169377
15.809662, -9.193734, -1.340753, 5.736507, -0.348341, -1.020523, 0.206661
15.813648, -9.193734, -1.235408, 6.378153, -0.396278, -0.869256, 0.250337
15.817641, -8.963891, -1.101333, 6.876147, -0.451672, -0.621049, 0.318514
15.821308, -8.877700, -0.909797, 7.192182, -0.498544, -0.304666, 0.389887
15.829565, -8.465898, -0.220267, 7.211336, -0.542220, 0.009587, 0.449542
15.833432, -8.082825, 0.191536, 6.971915, -0.542220, 0.242880, 0.485761
15.837432, -7.776367, 0.450110, 6.722919, -0.493217, 0.399474, 0.474043
15.841065, -7.441179, 0.574608, 6.359000, -0.419714, 0.478304, 0.443150
15.849581, -7.067683, 0.526724, 5.391742, -0.313188, 0.500674, 0.406931
15.853401, -7.153875, 0.488417, 4.769250, -0.208792, 0.488956, 0.378169
15.857591, -7.297527, 0.459687, 4.108450, -0.128897, 0.444215, 0.385626
15.861056, -7.412448, 0.526724, 3.466804, -0.093743, 0.366451, 0.400539
15.869517, -7.316680, 0.727837, 2.662352, -0.095874, 0.278034, 0.422910
15.873551, -7.230489, 0.976834, 2.557007, -0.129962, 0.196009, 0.445281
15.877348, -7.067683, 1.216254, 2.671929, -0.165116, 0.120375, 0.459129
15.881011, -6.952762, 1.522712, 2.911349, -0.181095, 0.074569, 0.451672
15.889519, -6.550536, 1.924938, 3.418920, -0.160855, 0.051133, 0.414388
15.893541, -6.435614, 2.039860, 3.495534, -0.116114, 0.036219, 0.341950
15.897545, -6.244078, 2.097321, 3.476381, -0.037284, 0.011718, 0.256729
15.901006, -6.282385, 2.087744, 3.284845, 0.053263, -0.017044, 0.162985
15.909439, -6.205771, 1.877054, 2.662352, 0.128897, -0.054328, 0.078830
15.913295, -6.349423, 1.666364, 2.279280, 0.196009, -0.111853, 0.000000
15.917497, -6.579266, 1.436521, 1.982399, 0.239684, -0.191748, -0.064981
15.920961, -6.876147, 1.225831, 1.656788, 0.260990, -0.298274, -0.107592
15.929428, -7.134721, 0.708684, 1.187524, 0.257794, -0.421845, -0.120375
15.933255, -7.287950, 0.478840, 1.216254, 0.216249, -0.561394, -0.135289
15.937254, -7.431602, 0.181959, 1.599327, 0.148072, -0.683900, -0.144876
15.940917, -7.613562, -0.134075, 2.135628, 0.060720, -0.736098, -0.140615
15.949391, -7.958326, -0.641646, 3.380613, -0.046872, -0.711597, -0.117179
15.953246, -8.140285, -0.727837, 3.955221, -0.135289, -0.613592, -0.060720
15.957449, -8.226477, -0.679953, 4.405331, -0.217314, -0.492152, 0.023436
15.961076, -8.111555, -0.555455, 4.797980, -0.267381, -0.373908, 0.086286
15.969375, -7.661446, -0.114922, 5.295974, -0.295078, -0.264186, 0.138484
15.973403, -7.393295, 0.095768, 5.420473, -0.285491, -0.162985, 0.162985
15.977197, -7.067683, 0.210690, 5.430049, -0.224771, -0.080960, 0.169377
15.981064, -6.856994, 0.306458, 5.257667, -0.150202, -0.035154, 0.156594
15.989290, -6.904878, 0.392649, 4.520253, -0.060720, -0.037284, 0.143811
15.993161, -6.856994, 0.450110, 4.060566, 0.020240, -0.079895, 0.138484
15.997360, -6.885724, 0.430956, 3.581726, 0.055394, -0.152333, 0.132093
16.000822, -6.971915, 0.392649, 3.169923, 0.060720, -0.252468, 0.129962
16.009292, -7.201759, 0.296881, 2.959233, 0.015979, -0.347276, 0.144876
16.013350, -7.374141, 0.316035, 3.160346, -0.061785, -0.414388, 0.176834
16.017313, -7.383718, 0.354342, 3.524265, -0.155529, -0.427171, 0.219444
16.020983, -7.297527, 0.488417, 3.993528, -0.225836, -0.400539, 0.253533
16.029240, -6.684611, 0.938527, 4.740520, -0.251402, -0.364320, 0.262055
16.033104, -6.560112, 1.130063, 4.979939, -0.252468, -0.355798, 0.229032
16.037104, -6.579266, 1.273715, 5.209783, -0.226901, -0.353668, 0.183225
16.040970, -6.550536, 1.369483, 5.343858, -0.188552, -0.344080, 0.134223
16.049206, -6.426037, 1.474828, 5.631162, -0.182160, -0.362190, 0.090547
16.053269, -6.454768, 1.522712, 5.851429, -0.169377, -0.360059, 0.036219
16.057069, -6.521805, 1.493982, 6.138733, -0.166181, -0.324906, -0.014914
16.060927, -6.569689, 1.407791, 6.320693, -0.177899, -0.270577, -0.060720
16.069189, -6.770802, 1.130063, 6.943185, -0.194943, -0.184291, -0.098004
16.073220, -6.895301, 0.948104, 7.192182, -0.201335, -0.075634, -0.108657
16.077018, -6.962338, 0.794875, 7.354988, -0.184291, 0.046872, -0.106526
16.080684, -6.895301, 0.593762, 7.364564, -0.145941, 0.177899, -0.099070
16.089186, -6.789956, 0.239420, 6.895301, -0.075634, 0.274838, -0.089482
16.093011, -6.904878, 0.124498, 6.435614, 0.004261, 0.323840, -0.064981
16.097037, -7.048530, 0.009577, 5.870583, 0.073503, 0.338754, -0.055394
16.100645, -7.115568, -0.067038, 5.295974, 0.112918, 0.313188, -0.047937
16.109117, -7.546524, -0.392649, 4.261679, 0.132093, 0.294013, -0.034088
16.113169, -7.776367, -0.574608, 3.744531, 0.103331, 0.265251, -0.011718
16.116967, -7.958326, -0.746991, 3.399766, 0.052198, 0.225836, 0.039415
16.120829, -8.159439, -0.881066, 3.160346, -0.011718, 0.166181, 0.117179
16.129135, -8.121132, -0.995988, 2.892196, -0.092678, 0.120375, 0.199204
16.133130, -7.987057, -0.948104, 2.873042, -0.165116, 0.074569, 0.289752
