#  time, acc(x, y, z), gyro(x, y, z)
11.157145, -9.605537, 2.260126, 1.829170, 0.430367, 0.307861, -0.241815
11.160694, -9.691729, 2.001553, 1.388637, 0.500674, 0.259925, -0.197074
11.164535, -9.519346, 1.781286, 0.948104, 0.541154, 0.202400, -0.126766
11.173080, -9.279925, 1.666364, 0.201113, 0.515588, 0.162985, -0.064981
11.176862, -9.117120, 1.675941, -0.105345, 0.439954, 0.141680, -0.008522
11.180631, -9.021352, 1.762132, -0.306458, 0.319579, 0.124636, 0.036219
11.184522, -8.848969, 1.848324, -0.287304, 0.197074, 0.119310, 0.072438
11.192688, -8.523358, 2.059013, 0.201113, 0.096939, 0.118244, 0.089482
11.196684, -8.437167, 2.154782, 0.545878, 0.040480, 0.112918, 0.104396
11.200683, -8.427590, 2.279280, 0.967257, 0.041545, 0.112918, 0.110788
11.208596, -8.082825, 2.442086, 1.503559, 0.092678, 0.108657, 0.106526
11.212825, -7.920019, 2.461239, 1.561020, 0.182160, 0.104396, 0.077764
11.217010, -7.852982, 2.403779, 1.417367, 0.272708, 0.083091, 0.044741
11.220631, -7.881712, 2.336741, 1.158794, 0.354733, 0.057524, 0.012783
11.228537, -8.063671, 2.106898, 0.670376, 0.402670, 0.030893, -0.009587
11.232967, -8.101978, 2.030283, 0.536301, 0.425041, 0.013848, -0.005326
11.236767, -8.111555, 1.982399, 0.478840, 0.427171, 0.006392, 0.009587
11.240457, -8.082825, 1.924938, 0.373495, 0.426106, 0.008522, 0.022371
11.248545, -7.900866, 1.848324, 0.296881, 0.433563, 0.003196, 0.040480
11.252964, -7.891289, 1.877054, 0.258574, 0.458064, 0.005326, 0.055394
11.257023, -7.747637, 1.810017, 0.181959, 0.491087, -0.013848, 0.062851
11.260395, -7.709330, 1.848324, 0.057461, 0.523045, -0.033023, 0.066046
11.268559, -7.556100, 1.810017, -0.392649, 0.550742, -0.064981, 0.064981
11.272914, -7.498640, 1.762132, -0.593762, 0.552872, -0.096939, 0.067112
11.276909, -7.517793, 1.781286, -0.746991, 0.535828, -0.113983, 0.070307
11.280577, -7.469909, 1.781286, -0.871489, 0.508131, -0.118244, 0.078830
11.288504, -7.393295, 1.762132, -0.852336, 0.474043, -0.154463, 0.095874
11.292903, -7.297527, 1.771709, -0.718261, 0.484695, -0.203466, 0.102265
11.296701, -7.508216, 1.810017, -0.555455, 0.515588, -0.266316, 0.111853
11.300346, -7.498640, 1.742979, -0.469264, 0.549676, -0.333428, 0.119310
11.308552, -7.517793, 1.666364, -0.402226, 0.597613, -0.402670, 0.121440
11.312864, -7.508216, 1.666364, -0.402226, 0.622114, -0.450607, 0.125701
11.316657, -7.469909, 1.656788, -0.411803, 0.643420, -0.472977, 0.131028
11.320325, -7.479486, 1.628057, -0.421380, 0.633832, -0.484695, 0.129962
11.328497, -7.450756, 1.570596, -0.517148, 0.607201, -0.510262, 0.109722
11.332617, -7.508216, 1.474828, -0.584185, 0.555003, -0.541154, 0.080960
11.336620, -7.651869, 1.350330, -0.545878, 0.487891, -0.556068, 0.056459
11.340281, -7.891289, 1.244985, -0.526724, 0.399474, -0.564590, 0.054328
11.348503, -8.274361, 1.082179, -0.201113, 0.291882, -0.547546, 0.069242
11.352818, -8.255207, 1.034295, 0.038307, 0.187487, -0.523045, 0.083091
11.356839, -8.226477, 1.005565, 0.402226, 0.110788, -0.491087, 0.102265
11.360474, -8.216900, 1.034295, 0.708684, 0.067112, -0.463390, 0.121440
11.368431, -8.408437, 1.015141, 1.302446, 0.050067, -0.446346, 0.136354
11.372567, -8.475474, 1.015141, 1.570596, 0.049002, -0.422910, 0.156594
11.376564, -8.523358, 1.063026, 1.723825, 0.061785, -0.392017, 0.180030
11.380227, -8.609550, 1.130063, 1.819593, 0.078830, -0.339819, 0.213053
11.388461, -8.781932, 1.254562, 1.972822, 0.096939, -0.290817, 0.256729
11.392756, -8.810662, 1.302446, 2.020706, 0.122505, -0.242880, 0.297209
11.396550, -8.820239, 1.369483, 2.068590, 0.183225, -0.201335, 0.331297
11.400387, -8.801085, 1.465251, 2.030283, 0.255663, -0.170442, 0.368582
11.408462, -8.935161, 1.695095, 1.771709, 0.329167, -0.152333, 0.392017
11.412511, -8.983045, 1.790863, 1.608904, 0.390952, -0.148072, 0.423975
11.416717, -8.954314, 1.905785, 1.426944, 0.446346, -0.144876, 0.439954
11.420174, -8.868123, 1.944092, 1.340753, 0.482565, -0.144876, 0.471912
11.428362, -8.724471, 2.106898, 1.091756, 0.531567, -0.150202, 0.481500
11.432670, -8.686164, 2.183512, 0.976834, 0.568851, -0.164051, 0.476173
11.436469, -8.676587, 2.288857, 0.727837, 0.583765, -0.185356, 0.466586
11.440336, -8.647857, 2.375048, 0.536301, 0.568851, -0.229032, 0.444215
11.448385, -8.753201, 2.652776, 0.105345, 0.523045, -0.257794, 0.429302
11.452660, -8.791509, 2.748544, 0.076614, 0.432497, -0.282295, 0.411192
11.456694, -8.657434, 2.863465, 0.086191, 0.321710, -0.294013, 0.383495
11.460124, -8.532935, 2.920926, 0.201113, 0.181095, -0.302535, 0.353668
11.468342, -8.523358, 3.064578, 0.699107, 0.046872, -0.295078, 0.314253
11.472618, -8.532935, 3.055001, 1.005565, -0.069242, -0.282295, 0.288687
11.476420, -8.619126, 3.102885, 1.426944, -0.161920, -0.264186, 0.260990
11.480283, -8.657434, 3.122039, 1.810017, -0.226901, -0.231162, 0.240750
11.488330, -8.714894, 2.959233, 2.250550, -0.256729, -0.196009, 0.227967
11.492607, -8.772355, 2.901772, 2.442086, -0.279099, -0.150202, 0.235423
11.496407, -8.772355, 2.873042, 2.624045, -0.275903, -0.107592, 0.250337
11.500270, -8.801085, 2.825158, 2.700660, -0.276969, -0.056459, 0.284426
11.508343, -8.868123, 2.873042, 2.767697, -0.271642, -0.018109, 0.309992
11.512563, -8.868123, 2.901772, 2.796427, -0.274838, 0.011718, 0.355798
11.516363, -8.829816, 2.920926, 2.796427, -0.284426, 0.050067, 0.406931
11.520229, -8.820239, 3.007117, 2.834735, -0.292948, 0.095874, 0.453803
11.528278, -8.772355, 3.246537, 2.873042, -0.304666, 0.162985, 0.513457
11.532351, -8.590396, 3.390190, 2.949656, -0.303600, 0.219444, 0.566721
11.536553, -8.418014, 3.667917, 2.930503, -0.284426, 0.272708, 0.606135
11.540017, -8.264784, 3.974375, 2.834735, -0.254598, 0.305731, 0.638093
11.548298, -8.140285, 4.577713, 2.509123, -0.215183, 0.339819, 0.641289
11.552513, -7.920019, 4.855441, 2.308010, -0.170442, 0.358994, 0.640224
11.556547, -7.709330, 5.123591, 2.154782, -0.138484, 0.363255, 0.623180
11.559979, -7.508216, 5.324705, 1.934515, -0.125701, 0.357929, 0.586961
11.568259, -7.220912, 5.765238, 1.369483, -0.131028, 0.329167, 0.541154
11.572496, -7.163452, 5.861006, 1.149217, -0.147006, 0.288687, 0.465521
11.576469, -6.962338, 5.899313, 1.072602, -0.182160, 0.235423, 0.382430
11.580132, -7.268796, 5.995081, 1.149217, -0.232228, 0.205596, 0.301470
11.588240, -7.393295, 5.956774, 1.101333, -0.295078, 0.180030, 0.239684
11.592464, -7.450756, 5.908890, 1.225831, -0.370712, 0.157659, 0.185356
11.596253, -7.441179, 5.803545, 1.292869, -0.429302, 0.156594, 0.125701
11.599925, -7.450756, 5.707777, 1.379060, -0.499609, 0.158724, 0.082025
11.608257, -7.489063, 5.343858, 1.292869, -0.566721, 0.162985, 0.034088
11.612412, -7.623138, 5.123591, 1.206678, -0.644485, 0.174703, -0.011718
11.616412, -7.805098, 4.865018, 1.177947, -0.724380, 0.197074, -0.025566
11.620075, -8.034941, 4.663905, 1.110910, -0.810666, 0.208792, -0.024501
11.628240, -8.389283, 4.299986, 1.034295, -0.890561, 0.206661, 0.001065
11.632403, -8.599973, 4.252102, 1.015141, -0.962999, 0.185356, 0.041545
11.636202, -8.848969, 4.328717, 1.168370, -1.034372, 0.156594, 0.099070
11.639870, -8.858546, 4.462792, 1.331176, -1.089766, 0.141680, 0.175769
11.644001, -8.714894, 4.663905, 1.589750, -1.127050, 0.143811, 0.214118
11.651834, -7.996634, 5.209783, 2.001553, -1.145159, 0.177899, 0.218379
11.655835, -7.671022, 5.477933, 2.078167, -1.143029, 0.203466, 0.176834
11.660023, -7.383718, 5.717354, 2.049437, -1.145159, 0.224771, 0.094809
11.668211, -7.038953, 6.062119, 1.819593, -1.162203, 0.224771, -0.015979
11.672349, -7.000646, 6.148310, 1.599327, -1.183509, 0.200270, -0.145941
11.676322, -7.125144, 6.244078, 1.426944, -1.233576, 0.176834, -0.291882
11.679988, -7.240066, 6.301539, 1.177947, -1.320928, 0.141680, -0.423975
11.688158, -7.498640, 6.234501, 1.082179, -1.440238, 0.121440, -0.555003
11.692106, -7.460332, 5.966351, 1.158794, -1.567004, 0.120375, -0.689226
11.696305, -7.422025, 5.554548, 1.302446, -1.703358, 0.132093, -0.808536
11.699976, -7.469909, 5.066131, 1.589750, -1.830124, 0.144876, -0.916127
11.708162, -8.169016, 4.223372, 2.059013, -1.920672, 0.178964, -0.994957
11.712269, -8.657434, 3.859453, 2.183512, -1.979261, 0.187487, -1.023719
11.716261, -9.078813, 3.514688, 2.308010, -1.980327, 0.200270, -1.012001
11.719729, -9.385271, 3.275268, 2.509123, -1.941977, 0.199204, -0.969391
11.728104, -9.758766, 2.901772, 2.710236, -1.889779, 0.166181, -0.903344
11.732053, -9.816227, 2.767697, 2.834735, -1.831190, 0.127832, -0.824515
11.736055, -9.797073, 2.624045, 2.978387, -1.758752, 0.108657, -0.744620
11.739919, -9.730036, 2.547431, 3.055001, -1.698032, 0.125701, -0.680704
11.748107, -9.557653, 2.442086, 3.045424, -1.643703, 0.177899, -0.624245
11.752017, -9.423578, 2.365471, 2.853889, -1.604288, 0.256729, -0.575243
11.756222, -9.442732, 2.317587, 2.643199, -1.569134, 0.333428, -0.540089
11.759681, -9.461885, 2.308010, 2.327164, -1.557417, 0.386691, -0.500674
11.768086, -9.500193, 2.250550, 1.934515, -1.554221, 0.426106, -0.479369
11.772004, -9.519346, 2.240973, 1.570596, -1.560612, 0.429302, -0.451672
11.775972, -9.538500, 2.202666, 1.197101, -1.593636, 0.411192, -0.432497
11.779835, -9.672575, 2.212242, 0.890643, -1.661813, 0.373908, -0.412257
11.787717, -9.911995, 2.298434, 0.450110, -1.742773, 0.322775, -0.376038
11.791824, -9.902418, 2.375048, 0.373495, -1.837581, 0.267381, -0.325971
11.795777, -9.749189, 2.442086, 0.430956, -1.943042, 0.211988, -0.298274
11.799714, -9.605537, 2.509123, 0.497994, -2.050634, 0.144876, -0.278034
11.808021, -9.710882, 2.758120, 0.938527, -2.137986, 0.088417, -0.268447
11.811918, -9.777920, 2.940080, 1.283292, -2.223207, 0.039415, -0.246076
11.815913, -9.701305, 3.007117, 1.656788, -2.281796, 0.010653, -0.230097
11.819783, -9.586384, 3.026271, 2.068590, -2.322276, -0.020240, -0.213053
11.827981, -9.701305, 3.179500, 2.767697, -2.333994, -0.046872, -0.189617
11.832103, -9.490616, 3.160346, 3.294421, -2.303102, -0.031958, -0.165116
11.836072, -9.414001, 3.131616, 3.648763, -2.250904, 0.024501, -0.162985
11.839736, -9.184157, 3.026271, 3.830723, -2.173139, 0.090547, -0.155529
11.848000, -9.270349, 3.045424, 4.070143, -2.078331, 0.158724, -0.145941
11.851870, -9.078813, 3.026271, 4.261679, -1.963282, 0.214118, -0.106526
11.856069, -8.839393, 2.968810, 4.175488, -1.831190, 0.265251, -0.090547
11.859535, -8.801085, 2.968810, 4.060566, -1.698032, 0.288687, -0.087352
11.867905, -8.609550, 2.987964, 3.801992, -1.565939, 0.282295, -0.070307
11.872019, -8.465898, 2.901772, 3.744531, -1.434911, 0.292948, -0.061785
11.876019, -8.197746, 2.873042, 3.600879, -1.327320, 0.286556, -0.073503
11.879685, -7.987057, 2.844312, 3.418920, -1.229315, 0.280165, -0.107592
11.887884, -7.872135, 2.624045, 3.131616, -1.155812, 0.281230, -0.161920
11.891814, -7.833828, 2.509123, 3.064578, -1.096157, 0.288687, -0.225836
11.896006, -7.910442, 2.355895, 2.987964, -1.073786, 0.295078, -0.284426
11.899646, -7.920019, 2.269703, 2.959233, -1.056742, 0.318514, -0.343015
11.907655, -8.283937, 2.106898, 2.844312, -1.063134, 0.371777, -0.396278
11.911636, -8.647857, 2.059013, 2.834735, -1.066330, 0.443150, -0.435693
11.915657, -8.686164, 1.944092, 2.892196, -1.069525, 0.513457, -0.443150
11.919697, -8.686164, 1.848324, 2.863465, -1.053547, 0.590156, -0.432497
11.927861, -8.647857, 1.561020, 2.738967, -1.003479, 0.648746, -0.406931
11.931725, -8.571242, 1.446098, 2.624045, -0.933172, 0.687096, -0.382430
11.935727, -8.609550, 1.388637, 2.518700, -0.828776, 0.698813, -0.349407
11.939388, -8.619126, 1.321599, 2.355895, -0.724380, 0.688161, -0.312122
11.947807, -8.571242, 1.264138, 2.164358, -0.601874, 0.653007, -0.259925
11.951944, -8.446744, 1.225831, 1.896208, -0.468716, 0.624245, -0.221575
11.955952, -8.360553, 1.187524, 1.503559, -0.361125, 0.594418, -0.197074
11.959356, -8.370130, 1.149217, 0.995988, -0.303600, 0.542220, -0.168312
11.967751, -8.303091, 1.254562, 0.114922, -0.287621, 0.491087, -0.138484
11.971871, -8.264784, 1.331176, -0.258574, -0.304666, 0.412257, -0.112918
11.975870, -8.207323, 1.455675, -0.517148, -0.371777, 0.325971, -0.096939
11.979338, -8.092402, 1.522712, -0.727837, -0.450607, 0.235423, -0.117179
11.987781, -7.824251, 1.580173, -0.670376, -0.557133, 0.175769, -0.164051
11.991665, -7.661446, 1.580173, -0.507571, -0.670051, 0.158724, -0.224771
11.995627, -7.584831, 1.541866, -0.383072, -0.766990, 0.166181, -0.294013
11.999498, -7.613562, 1.426944, -0.268151, -0.838363, 0.191748, -0.369647
12.007714, -8.111555, 1.177947, -0.124498, -0.888431, 0.203466, -0.436758
12.011817, -8.245630, 0.986411, -0.028730, -0.907605, 0.198139, -0.468716
12.015618, -8.398860, 0.814029, 0.067038, -0.888431, 0.178964, -0.488956
12.019484, -8.599973, 0.679953, 0.114922, -0.828776, 0.164051, -0.478304
12.027651, -8.887277, 0.450110, -0.028730, -0.764860, 0.132093, -0.463390
12.031581, -9.040505, 0.440533, -0.134075, -0.704140, 0.091613, -0.443150
12.035574, -9.241618, 0.421380, -0.258574, -0.650877, 0.038350, -0.410127
12.039443, -9.327810, 0.478840, -0.402226, -0.616788, -0.008522, -0.372843
12.047651, -9.136273, 0.584185, -0.421380, -0.615723, -0.039415, -0.338754
12.051774, -8.810662, 0.526724, -0.440533, -0.641289, -0.026632, -0.344080
12.055575, -8.370130, 0.450110, -0.450110, -0.680704, 0.013848, -0.371777
12.059429, -8.274361, 0.392649, -0.497994, -0.736098, 0.061785, -0.421845
12.067601, -8.216900, 0.172383, -0.555455, -0.784035, 0.107592, -0.480434
12.071525, -8.303091, 0.000000, -0.526724, -0.824515, 0.135289, -0.529436
12.075723, -8.724471, -0.143652, -0.411803, -0.828776, 0.151268, -0.572047
12.079188, -9.040505, -0.325611, -0.258574, -0.800014, 0.174703, -0.577373
12.087593, -9.394848, -0.708684, -0.086191, -0.745685, 0.177899, -0.563525
12.091511, -9.452309, -0.861913, -0.057461, -0.673247, 0.166181, -0.515588
12.095713, -9.452309, -0.986411, 0.047884, -0.588026, 0.149137, -0.460194
12.099349, -9.385271, -1.053449, -0.028730, -0.486826, 0.135289, -0.392017
12.107223, -9.519346, -1.072602, -0.363919, -0.389887, 0.120375, -0.324906
12.111141, -9.605537, -0.967257, -0.555455, -0.303600, 0.075634, -0.242880
12.115316, -9.586384, -0.861913, -0.842759, -0.225836, 0.031958, -0.158724
12.119324, -9.576807, -0.708684, -1.206678, -0.166181, -0.030893, -0.086286
12.127500, -9.548077, -0.430956, -2.030283, -0.128897, -0.152333, -0.012783
12.131432, -9.184157, -0.296881, -2.394202, -0.124636, -0.288687, 0.057524
12.135624, -9.366117, 0.000000, -2.710236, -0.174703, -0.446346, 0.109722
12.139292, -9.490616, 0.325611, -2.643199, -0.263120, -0.576308, 0.112918
12.147499, -8.887277, 0.651223, -2.126051, -0.377104, -0.648746, 0.104396
12.151423, -8.532935, 0.775721, -1.790863, -0.509196, -0.674312, 0.079895
12.155060, -8.245630, 0.871489, -1.426944, -0.640224, -0.666856, 0.027697
12.159250, -7.824251, 0.852336, -1.130063, -0.774447, -0.631702, -0.034088
12.167447, -8.178593, 1.063026, -0.316035, -0.913997, -0.575243, -0.132093
12.171575, -8.303091, 0.995988, 0.191536, -1.005610, -0.508131, -0.237554
12.175375, -8.398860, 0.794875, 0.718261, -1.064199, -0.418649, -0.334493
12.179039, -8.485051, 0.545878, 1.177947, -1.086570, -0.308927, -0.388822
12.187409, -8.868123, 0.229843, 1.953669, -1.072721, -0.178964, -0.423975
12.191332, -9.021352, 0.028730, 2.164358, -1.015197, -0.063916, -0.451672
12.195365, -9.097966, -0.162806, 2.231396, -0.904410, 0.059655, -0.456998
12.198998, -9.078813, -0.383072, 2.231396, -0.766990, 0.162985, -0.436758
12.207474, -8.992621, -0.718261, 1.963245, -0.604005, 0.229032, -0.409062
12.211522, -9.097966, -0.775721, 1.618480, -0.446346, 0.233293, -0.388822
12.215318, -9.270349, -0.881066, 1.187524, -0.311057, 0.211988, -0.351537
12.218959, -9.375694, -0.995988, 0.871489, -0.206661, 0.171508, -0.314253
12.227416, -9.471462, -1.244985, 0.277727, -0.145941, 0.141680, -0.253533
12.231481, -9.442732, -1.254562, 0.067038, -0.129962, 0.123571, -0.189617
12.235279, -9.299079, -1.264138, -0.076614, -0.142745, 0.106526, -0.134223
12.238949, -9.260772, -1.197101, -0.134075, -0.183225, 0.080960, -0.077764
12.247350, -9.174581, -1.005565, 0.028730, -0.240750, 0.054328, -0.026632
12.251248, -9.011775, -0.957681, 0.248997, -0.288687, 0.037284, -0.003196
12.254907, -8.829816, -0.881066, 0.488417, -0.335558, 0.060720, 0.013848
12.259101, -8.638280, -0.833182, 0.632069, -0.392017, 0.100135, 0.026632
12.267315, -8.523358, -0.689530, 0.909797, -0.435693, 0.156594, 0.028762
12.271425, -8.504205, -0.612916, 0.986411, -0.466586, 0.207727, 0.026632
12.275228, -8.504205, -0.565032, 1.072602, -0.479369, 0.252468, 0.013848
12.279057, -8.494628, -0.584185, 1.082179, -0.479369, 0.286556, 0.011718
12.287320, -8.580819, -0.459687, 1.091756, -0.463390, 0.320645, 0.020240
12.291385, -8.513782, -0.354342, 0.957681, -0.453803, 0.362190, 0.018109
12.295411, -8.389283, -0.268151, 0.718261, -0.448476, 0.420779, 0.000000
12.298851, -8.274361, -0.105345, 0.296881, -0.452737, 0.454868, -0.011718
12.307355, -8.293514, 0.162806, -0.421380, -0.486826, 0.466586, -0.043676
12.311344, -8.197746, 0.191536, -0.651223, -0.520914, 0.460194, -0.090547
12.315401, -8.073248, 0.095768, -0.746991, -0.552872, 0.449542, -0.143811
12.318808, -8.025364, 0.028730, -0.861913, -0.555003, 0.449542, -0.190682
12.327263, -8.130709, -0.248997, -1.130063, -0.539024, 0.426106, -0.221575
12.331332, -8.370130, -0.373495, -1.292869, -0.480434, 0.364320, -0.239684
12.335128, -8.619126, -0.411803, -1.426944, -0.414388, 0.258859, -0.242880
12.338998, -8.839393, -0.488417, -1.580173, -0.336624, 0.113983, -0.226901
12.347300, -9.136273, -0.660800, -1.589750, -0.256729, -0.029827, -0.193878
12.351297, -9.097966, -0.727837, -1.465251, -0.178964, -0.140615, -0.166181
12.354984, -9.078813, -0.766145, -1.359907, -0.108657, -0.239684, -0.122505
12.358971, -9.011775, -0.756568, -1.340753, -0.059655, -0.306796, -0.102265
12.367207, -8.887277, -0.756568, -1.369483, -0.040480, -0.354733, -0.098004
12.371281, -8.848969, -0.766145, -1.446098, -0.050067, -0.398409, -0.098004
12.375304, -9.002198, -0.766145, -1.455675, -0.103331, -0.422910, -0.107592
12.378917, -9.203311, -0.727837, -1.359907, -0.203466, -0.420779, -0.109722
12.387134, -9.375694, -0.612916, -0.995988, -0.316384, -0.377104, -0.095874
12.391038, -9.174581, -0.555455, -0.794875, -0.458064, -0.303600, -0.102265
12.394721, -9.011775, -0.545878, -0.660800, -0.595483, -0.209857, -0.140615
12.398902, -8.935161, -0.574608, -0.440533, -0.738228, -0.117179, -0.182160
12.407173, -8.944737, -0.679953, -0.047884, -0.857538, -0.020240, -0.223706
12.410996, -8.858546, -0.775721, 0.201113, -0.928911, 0.084156, -0.271642
12.414661, -8.935161, -0.881066, 0.325611, -0.957673, 0.172573, -0.323840
12.418857, -9.040505, -1.024718, 0.344765, -0.951281, 0.236489, -0.362190
12.427088, -9.346964, -1.283292, 0.201113, -0.903344, 0.276969, -0.380299
12.430981, -9.461885, -1.379060, 0.076614, -0.831972, 0.302535, -0.387756
12.434656, -9.509769, -1.465251, -0.162806, -0.761664, 0.315318, -0.357929
12.438614, -9.442732, -1.551443, -0.392649, -0.679639, 0.291882, -0.340885
12.447148, -9.165004, -1.656788, -1.120486, -0.589091, 0.258859, -0.339819
12.451145, -9.030929, -1.714248, -1.522712, -0.539024, 0.199204, -0.346211
12.454812, -9.088389, -1.742979, -1.896208, -0.516653, 0.125701, -0.363255
12.458606, -9.174581, -1.714248, -2.212242, -0.548611, 0.053263, -0.380299
12.466797, -8.954314, -1.800440, -2.643199, -0.640224, 0.000000, -0.414388
12.470766, -8.714894, -1.857901, -2.729390, -0.788296, -0.023436, -0.464455
12.474676, -8.571242, -2.020706, -2.710236, -0.984304, -0.023436, -0.539024
12.478652, -8.609550, -2.202666, -2.585738, -1.210140, 0.018109, -0.611462
12.487083, -8.868123, -2.710236, -2.001553, -1.439172, 0.087352, -0.656203
12.490889, -9.069236, -2.930503, -1.589750, -1.623463, 0.177899, -0.686030
12.494559, -9.270349, -3.169923, -1.139640, -1.736381, 0.237554, -0.653007
12.498551, -9.433155, -3.361459, -0.699107, -1.757686, 0.279099, -0.607201
12.507037, -9.509769, -3.591303, -0.038307, -1.715076, 0.286556, -0.540089
12.511047, -9.634268, -3.639187, 0.201113, -1.617071, 0.272708, -0.467651
12.514618, -9.682152, -3.667917, 0.258574, -1.475391, 0.272708, -0.378169
12.518513, -9.672575, -3.667917, 0.344765, -1.329450, 0.255663, -0.278034
12.527024, -9.548077, -3.457227, 0.086191, -1.190966, 0.233293, -0.181095
12.531035, -9.481039, -3.323152, -0.172383, -1.075917, 0.200270, -0.089482
12.534699, -9.442732, -3.169923, -0.402226, -0.992826, 0.165116, -0.013848
12.538673, -9.414001, -2.978387, -0.641646, -0.952346, 0.126766, 0.034088
12.546980, -9.184157, -2.643199, -1.053449, -0.967260, 0.111853, 0.078830
12.550797, -9.059659, -2.422932, -1.168370, -1.018393, 0.127832, 0.103331
12.554460, -9.117120, -2.279280, -1.331176, -1.100418, 0.155529, 0.120375
12.558630, -9.184157, -2.135628, -1.350330, -1.193096, 0.181095, 0.132093
12.566976, -9.155427, -1.857901, -1.273715, -1.260208, 0.191748, 0.156594
12.570948, -8.906430, -1.704672, -1.130063, -1.292166, 0.184291, 0.161920
12.574503, -8.743625, -1.532289, -0.852336, -1.270860, 0.144876, 0.152333
12.578570, -8.734048, -1.417367, -0.603339, -1.179248, 0.111853, 0.122505
12.586813, -8.561666, -1.455675, -0.411803, -1.031176, 0.052198, 0.095874
12.590739, -8.609550, -1.493982, -0.478840, -0.850081, -0.029827, 0.066046
12.594684, -8.590396, -1.493982, -0.660800, -0.665790, -0.132093, 0.046872
12.598604, -8.628703, -1.532289, -0.890643, -0.531567, -0.239684, 0.002131
12.606974, -8.638280, -1.848324, -1.417367, -0.452737, -0.333428, -0.039415
12.610700, -8.839393, -2.087744, -1.522712, -0.449542, -0.395213, -0.078830
12.614468, -8.973468, -2.336741, -1.580173, -0.514523, -0.412257, -0.080960
12.618522, -9.117120, -2.547431, -1.589750, -0.635963, -0.416518, -0.072438
12.626762, -9.346964, -2.825158, -1.312023, -0.784035, -0.404800, -0.045806
12.630686, -9.423578, -2.901772, -1.015141, -0.933172, -0.382430, -0.005326
12.634471, -9.452309, -2.930503, -0.641646, -1.079113, -0.353668, 0.039415
12.638505, -9.471462, -2.882619, -0.277727, -1.201618, -0.308927, 0.063916
12.646312, -9.346964, -2.863465, 0.507571, -1.311340, -0.250337, 0.087352
12.650314, -9.433155, -2.806004, 0.814029, -1.404019, -0.167247, 0.119310
12.654517, -9.643845, -2.652776, 1.206678, -1.470065, -0.085221, 0.170442
12.658509, -9.854534, -2.480393, 1.561020, -1.505219, 0.026632, 0.233293
12.666907, -9.797073, -2.106898, 2.049437, -1.516937, 0.133158, 0.299339
12.670799, -9.260772, -1.848324, 2.135628, -1.477522, 0.240750, 0.363255
12.674198, -8.906430, -1.493982, 2.173935, -1.395496, 0.323840, 0.374973
12.678477, -8.772355, -1.110910, 2.154782, -1.276187, 0.382430, 0.386691
12.686868, -8.513782, -0.459687, 1.762132, -1.133441, 0.395213, 0.372843
12.690793, -8.236053, -0.248997, 1.407791, -0.977913, 0.394148, 0.340885
12.694180, -7.920019, -0.191536, 0.670376, -0.837298, 0.366451, 0.297209
12.698444, -8.532935, 0.047884, 0.086191, -0.716923, 0.286556, 0.272708
12.706629, -8.101978, 0.363919, -0.383072, -0.613592, 0.204531, 0.256729
12.710745, -7.814674, 0.421380, -0.603339, -0.517718, 0.113983, 0.220510
12.714329, -7.738060, 0.526724, -0.718261, -0.422910, 0.000000, 0.154463
12.718435, -7.642292, 0.584185, -0.804452, -0.349407, -0.126766, 0.072438
12.726299, -7.354988, 0.373495, -0.679953, -0.282295, -0.246076, -0.037284
12.730736, -7.431602, 0.134075, -0.517148, -0.241815, -0.330232, -0.152333
12.734287, -7.651869, -0.268151, -0.363919, -0.238619, -0.367516, -0.249272
12.738417, -8.034941, -0.699107, -0.277727, -0.258859, -0.382430, -0.324906
12.746714, -8.504205, -1.541866, -0.114922, -0.329167, -0.387756, -0.372843
12.750697, -8.743625, -1.944092, 0.067038, -0.449542, -0.336624, -0.409062
12.754185, -8.896853, -2.327164, 0.239420, -0.601874, -0.249272, -0.413323
12.758442, -9.069236, -2.614468, 0.363919, -0.760599, -0.123571, -0.406931
12.766670, -9.232041, -3.198653, 0.622492, -0.925715, 0.011718, -0.390952
12.770453, -9.586384, -3.303998, 0.804452, -1.059938, 0.156594, -0.347276
12.774253, -9.883265, -3.361459, 0.948104, -1.154747, 0.285491, -0.254598
12.778395, -9.940725, -3.294421, 1.072602, -1.190966, 0.388822, -0.152333
12.786664, -9.461885, -2.901772, 1.149217, -1.156877, 0.462325, -0.060720
12.790639, -9.078813, -2.671929, 1.130063, -1.067395, 0.510262, -0.003196
12.794106, -8.743625, -2.432509, 1.015141, -0.931041, 0.515588, 0.028762
12.798386, -8.571242, -2.145205, 0.775721, -0.752077, 0.482565, 0.037284
12.806607, -8.188169, -1.628057, 0.114922, -0.568851, 0.410127, 0.040480
12.810406, -7.920019, -1.465251, -0.258574, -0.401605, 0.322775, 0.011718
12.814048, -7.690176, -1.388637, -0.632069, -0.276969, 0.231162, -0.031958
12.818339, -7.546524, -1.388637, -0.967257, -0.175769, 0.125701, -0.075634
12.826391, -7.709330, -1.532289, -1.398214, -0.111853, 0.018109, -0.120375
12.830593, -7.747637, -1.685518, -1.398214, -0.064981, -0.103331, -0.154463
12.834227, -7.747637, -1.848324, -1.331176, -0.012783, -0.215183, -0.177899
12.838136, -7.852982, -2.001553, -1.139640, 0.022371, -0.325971, -0.205596
12.846550, -7.987057, -2.432509, -0.699107, 0.041545, -0.421845, -0.222640
12.850347, -8.197746, -2.671929, -0.421380, 0.043676, -0.498544, -0.250337
